occupation_title,task,rating
Medical Equipment Repairers,Develop and implement scheduled maintenance programs,2
Medical Equipment Repairers,Work closely with medical staff to understand equipment needs,1
Medical Equipment Repairers,Respond to urgent repair requests in a timely manner,1
Medical Equipment Repairers,Maintain records of equipment maintenance and repairs,3
Musical Instrument Repairers and Tuners,Diagnose issues with musical instruments,2
Musical Instrument Repairers and Tuners,"Perform repairs on stringed instruments, brass, woodwind, and percussion instruments",1
Musical Instrument Repairers and Tuners,Tune musical instruments to achieve desired pitches,2
Musical Instrument Repairers and Tuners,"Replace strings, pads, and other components as necessary",1
Musical Instrument Repairers and Tuners,Clean and polish instruments to maintain appearance and functionality,1
Musical Instrument Repairers and Tuners,Conduct routine maintenance on instruments to prevent issues,1
Musical Instrument Repairers and Tuners,Educate clients on proper care and maintenance of their instruments,1
Musical Instrument Repairers and Tuners,Communicate with customers to understand their needs and preferences,1
Musical Instrument Repairers and Tuners,Keep detailed records of repairs and maintenance history for each instrument,3
Musical Instrument Repairers and Tuners,Order and maintain inventory of parts and supplies needed for repairs,3
Musical Instrument Repairers and Tuners,Work with musicians to help them understand the impact of instrument maintenance on sound quality,1
Musical Instrument Repairers and Tuners,Test repaired instruments to ensure they meet quality standards,3
Musical Instrument Repairers and Tuners,Utilize specialized tools and equipment for repairs and tuning tasks,1
Musical Instrument Repairers and Tuners,Stay updated on new techniques and tools in the musical instrument repair industry,2
Watch and Clock Repairers,Inspect and test watches and clocks to diagnose issues.,1
Watch and Clock Repairers,Disassemble timepieces to examine internal components for wear or damage.,1
Watch and Clock Repairers,"Replace or repair damaged gears, dials, and other mechanical parts.",1
Watch and Clock Repairers,Clean and lubricate clock and watch mechanisms to ensure smooth operation.,1
Watch and Clock Repairers,Reassemble timepieces after repairs or maintenance.,1
Watch and Clock Repairers,Calibrate and ensure accurate timing of clocks and watches post-repair.,1
Watch and Clock Repairers,Provide estimates for repair costs to customers before work begins.,3
Watch and Clock Repairers,"Maintain records of repairs, customer details, and parts used.",4
Watch and Clock Repairers,Order replacement parts and tools as needed.,3
Watch and Clock Repairers,Educate customers on proper care and maintenance of their timepieces.,2
"Precision Instrument and Equipment Repairers, All Other",Inspect precision instruments and equipment to identify defects or malfunctions.,2
"Precision Instrument and Equipment Repairers, All Other",Disassemble equipment to access internal components for repairs.,1
"Precision Instrument and Equipment Repairers, All Other",Clean components using appropriate solvents and tools to maintain functionality.,1
"Precision Instrument and Equipment Repairers, All Other","Replace or repair defective parts such as circuit boards, sensors, or mechanical devices.",2
"Precision Instrument and Equipment Repairers, All Other",Reassemble instruments and equipment according to manufacturer specifications.,1
"Precision Instrument and Equipment Repairers, All Other",Test repaired instruments and equipment to ensure they are functioning correctly.,2
"Precision Instrument and Equipment Repairers, All Other","Maintain records of repairs, including parts used and labor performed.",3
"Precision Instrument and Equipment Repairers, All Other",Order or procure necessary components and parts for repairs from suppliers.,3
"Precision Instrument and Equipment Repairers, All Other",Advise clients on proper use and maintenance of instruments and equipment to extend longevity.,3
"Precision Instrument and Equipment Repairers, All Other",Calibrate instruments to ensure accuracy in measurements and operations.,4
"Precision Instrument and Equipment Repairers, All Other",Stay up-to-date on industry developments and new technologies related to precision instruments.,3
"Precision Instrument and Equipment Repairers, All Other",Collaborate with engineers to improve instrument design for better performance and repairability.,2
"Maintenance and Repair Workers, General",Inspect and diagnose mechanical and electrical systems for issues,3
"Maintenance and Repair Workers, General","Perform routine maintenance and repairs on machinery, equipment, and buildings",1
"Maintenance and Repair Workers, General",Respond to maintenance requests from building occupants or management,1
"Maintenance and Repair Workers, General","Repair or replace faulty components, such as air filters, belts, or hoses",1
"Maintenance and Repair Workers, General",Paint and patch walls and ceilings in need of repair,1
"Maintenance and Repair Workers, General","Perform plumbing tasks, such as fixing leaks, unclogging drains, and replacing faucets",1
"Maintenance and Repair Workers, General","Maintain heating and cooling systems, including HVAC units",1
"Maintenance and Repair Workers, General","Install, repair, or maintain electrical wiring and fixtures as permitted by local codes",1
"Maintenance and Repair Workers, General",Use hand and power tools to complete various repair tasks,1
"Maintenance and Repair Workers, General",Maintain inventory of repair supplies and equipment,3
"Maintenance and Repair Workers, General",Keep records of maintenance and repairs performed,4
"Maintenance and Repair Workers, General",Follow safety protocols and regulations while performing tasks,1
"Maintenance and Repair Workers, General",Communicate effectively with team members and supervisors regarding project status,2
"Maintenance and Repair Workers, General",Conduct regular inspections of buildings and grounds to identify and address maintenance concerns,1
"Coin, Vending, and Amusement Machine Servicers and Repairers",Inspect and diagnose problems with vending machines and amusement devices.,2
"Coin, Vending, and Amusement Machine Servicers and Repairers",Perform regular maintenance on machines to ensure proper operation.,1
"Coin, Vending, and Amusement Machine Servicers and Repairers","Repair malfunctioning coin mechanisms, electronic systems, and hardware components.",2
"Coin, Vending, and Amusement Machine Servicers and Repairers","Refill machines with products, coins, and tickets as needed.",1
"Coin, Vending, and Amusement Machine Servicers and Repairers",Test machines after repairs and maintenance to confirm they are functioning correctly.,2
"Coin, Vending, and Amusement Machine Servicers and Repairers",Respond to service calls to address machine malfunctions at various locations.,1
"Coin, Vending, and Amusement Machine Servicers and Repairers",Maintain inventory of parts and supplies necessary for repairs and maintenance.,3
"Coin, Vending, and Amusement Machine Servicers and Repairers","Keep detailed records of repairs, maintenance, and inventory.",4
"Coin, Vending, and Amusement Machine Servicers and Repairers",Communicate with customers about service needs and machine issues.,2
"Coin, Vending, and Amusement Machine Servicers and Repairers",Ensure compliance with safety regulations and protocols when servicing machines.,2
Locksmiths and Safe Repairers,Respond to emergency calls for lockouts or security breaches.,1
Locksmiths and Safe Repairers,Assess the security needs of clients and recommend appropriate solutions.,2
Locksmiths and Safe Repairers,"Install, repair, and maintain various types of locks and security systems.",1
Locksmiths and Safe Repairers,Create and duplicate keys using key cutting machines.,1
Locksmiths and Safe Repairers,Open locks and safes without keys using specialized tools and techniques.,1
Locksmiths and Safe Repairers,Provide consultations on security systems and access control measures.,2
Locksmiths and Safe Repairers,Maintain an inventory of lock and safe components.,2
Locksmiths and Safe Repairers,Provide estimates and quotes for locksmith services.,2
Locksmiths and Safe Repairers,Document job details and maintain records of services performed.,3
Locksmiths and Safe Repairers,Stay updated on new locking technologies and security trends.,2
Locksmiths and Safe Repairers,Conduct regular training to enhance skills in lock and safe technology.,1
Locksmiths and Safe Repairers,Troubleshoot and fix electronic locking systems and alarms.,3
Locksmiths and Safe Repairers,"Perform routine maintenance on safes, including combination changes and repairs.",1
Manufactured Building and Mobile Home Installers,Review installation plans and specifications for manufactured buildings and mobile homes.,2
Manufactured Building and Mobile Home Installers,Prepare the site for installation by ensuring it is level and cleared of debris.,1
Manufactured Building and Mobile Home Installers,Operate equipment such as forklifts or cranes to move and position components.,1
Manufactured Building and Mobile Home Installers,Assemble prefabricated sections of buildings and mobile homes according to guidelines.,1
Manufactured Building and Mobile Home Installers,Install skirting and tie-downs to secure mobile homes to the foundation.,1
Manufactured Building and Mobile Home Installers,"Connect utilities such as water, electricity, and sewage systems to the manufactured building or mobile home.",1
Manufactured Building and Mobile Home Installers,Perform inspections and troubleshooting to address any installation issues or concerns.,1
Manufactured Building and Mobile Home Installers,Maintain a clean and safe work environment during the installation process.,1
Manufactured Building and Mobile Home Installers,Follow safety protocols to minimize risks during installation tasks.,1
Manufactured Building and Mobile Home Installers,Coordinate with team members and subcontractors on installation schedules and procedures.,2
Riggers,Inspect rigging equipment for safety and functionality before use,1
Riggers,"Set up and disassemble rigging equipment such as hoists, pulleys, and cables",1
Riggers,Calculate load weights and inspect ground conditions to ensure safety,1
Riggers,Coordinate with crane operators and other team members to communicate signals and instructions,1
Riggers,Perform maintenance and repairs on rigging equipment as needed,1
Riggers,Follow proper safety protocols and regulations to prevent accidents,1
Riggers,Document and report any equipment malfunctions or safety hazards encountered during operations,1
Riggers,Maintain inventory of rigging gear and request replacements as needed,3
Riggers,Ensure all rigging tasks are completed on schedule and within project timelines,1
Riggers,Train and supervise less experienced riggers on best practices and safety standards,1
"Helpers--Installation, Maintenance, and Repair Workers",Assist in the installation of equipment and appliances in residential or commercial settings.,1
"Helpers--Installation, Maintenance, and Repair Workers",Perform routine maintenance checks on machinery and equipment to ensure proper functioning.,2
"Helpers--Installation, Maintenance, and Repair Workers",Repair faulty equipment or systems based on diagnostic assessments.,2
"Helpers--Installation, Maintenance, and Repair Workers",Gather and organize necessary tools and materials before starting a job.,2
"Helpers--Installation, Maintenance, and Repair Workers","Communicate with clients to discuss issues, repair needs, and installation processes.",3
"Helpers--Installation, Maintenance, and Repair Workers",Follow safety protocols and guidelines to minimize risk during repairs and installations.,1
"Helpers--Installation, Maintenance, and Repair Workers",Document work performed and materials used for record-keeping and billing purposes.,4
"Helpers--Installation, Maintenance, and Repair Workers",Clean and maintain tools and work areas following completion of tasks.,1
"Helpers--Installation, Maintenance, and Repair Workers",Learn and stay updated on new technologies and products in the installation and repair field.,2
"Helpers--Installation, Maintenance, and Repair Workers",Assist in troubleshooting and diagnosing issues with various systems and appliances.,3
"Installation, Maintenance, and Repair Workers, All Other",Inspect and assess the condition of various equipment and systems to identify any maintenance needs.,2
"Installation, Maintenance, and Repair Workers, All Other",Perform routine preventative maintenance tasks on machinery and equipment to ensure optimal performance.,2
"Installation, Maintenance, and Repair Workers, All Other",Diagnose mechanical failures or issues and develop repair solutions.,3
"Installation, Maintenance, and Repair Workers, All Other","Repair or replace faulty components, fixtures, or equipment using hand tools and power tools.",1
"Installation, Maintenance, and Repair Workers, All Other","Follow safety protocols and regulations while performing installation, maintenance, or repair tasks.",1
"Installation, Maintenance, and Repair Workers, All Other",Manage inventory and order parts and supplies necessary for repair and maintenance jobs.,3
"Installation, Maintenance, and Repair Workers, All Other",Keep detailed records of repairs and maintenance activities for equipment and systems.,4
"Installation, Maintenance, and Repair Workers, All Other","Communicate with clients or supervisors regarding the status of repairs, maintenance schedules, and any additional issues found.",2
"Installation, Maintenance, and Repair Workers, All Other",Install new equipment or systems according to manufacturer specifications and safety standards.,1
"Installation, Maintenance, and Repair Workers, All Other",Coordinate with other tradespeople or contractors as needed for larger projects or installations.,2
First-Line Supervisors of Production and Operating Workers,Supervise and assign work to production staff,2
First-Line Supervisors of Production and Operating Workers,Monitor production processes and equipment to ensure quality and efficiency,3
First-Line Supervisors of Production and Operating Workers,Conduct performance evaluations and provide feedback to team members,2
First-Line Supervisors of Production and Operating Workers,Ensure that safety protocols and regulations are being followed,1
First-Line Supervisors of Production and Operating Workers,Train new employees on production tasks and safety procedures,2
First-Line Supervisors of Production and Operating Workers,Coordinate with other departments to ensure production goals are met,2
First-Line Supervisors of Production and Operating Workers,Prepare and manage production schedules,3
First-Line Supervisors of Production and Operating Workers,Resolve conflicts and address any issues that arise on the production floor,1
First-Line Supervisors of Production and Operating Workers,Ensure proper maintenance of equipment and facilities,2
First-Line Supervisors of Production and Operating Workers,Maintain inventory of materials and supplies needed for production,3
First-Line Supervisors of Production and Operating Workers,Analyze production data and report on performance metrics,4
First-Line Supervisors of Production and Operating Workers,Implement process improvements and cost reduction strategies,3
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Read and interpret blueprints, assembly manuals, and specifications",2
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble aircraft structures and components such as wings, fuselage, and control surfaces",1
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Install rigging and structural components according to engineering specifications,1
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Conduct inspections of assembled aircraft parts for quality assurance,2
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Use hand tools, power tools, and specialized machinery to assemble aircraft components",1
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Perform repairs and modifications on existing aircraft structures and systems,1
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Maintain accurate records of assembly processes and completed work,3
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Collaborate with engineers and other team members to resolve assembly issues,2
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Follow safety protocols and regulations in the workplace,1
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Test aircraft systems to ensure proper function and compliance with standards.,2
"Coil Winders, Tapers, and Finishers",Set up and calibrate winding machines according to specifications.,1
"Coil Winders, Tapers, and Finishers",Select appropriate wires and materials for winding operations.,2
"Coil Winders, Tapers, and Finishers","Wind coils around forms, ensuring proper tension and alignment.",1
"Coil Winders, Tapers, and Finishers",Monitor winding processes for defects or irregularities.,2
"Coil Winders, Tapers, and Finishers",Adjust machine settings during the winding process to ensure consistent quality.,2
"Coil Winders, Tapers, and Finishers",Cut wires to required lengths for coil production.,2
"Coil Winders, Tapers, and Finishers",Arrange finished coils for proper storage and handling.,1
"Coil Winders, Tapers, and Finishers","Inspect coils for quality assurance, looking for defects in winding or finishing.",3
"Coil Winders, Tapers, and Finishers",Tape finished coils securely to maintain integrity during transport.,1
"Coil Winders, Tapers, and Finishers",Label finished products with necessary identification and specifications.,1
"Coil Winders, Tapers, and Finishers",Maintain equipment by performing regular checks and routine maintenance tasks.,1
"Coil Winders, Tapers, and Finishers",Document production data and report any issues or discrepancies to supervisors.,3
"Coil Winders, Tapers, and Finishers",Work with engineering and design teams to understand specific coil requirements.,2
"Coil Winders, Tapers, and Finishers",Follow safety protocols and ensure a clean work environment.,1
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Interpret and understand technical drawings and schematics.,3
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Assemble electrical and electronic components according to specifications.,2
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Conduct tests on assembled products to ensure functionality and quality.,3
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Troubleshoot and diagnose assembly issues and defects.,2
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Utilize hand tools and machinery to assemble parts and components.,1
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Maintain a clean and organized work area to ensure safety and efficiency.,1
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Follow safety and environmental regulations during assembly and testing processes.,1
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Calibrate equipment and instruments to meet assembly requirements.,3
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Collaborate with engineering teams to provide feedback on product design and improvement.,3
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",Document assembly processes and modifications made during production.,2
Structural Metal Fabricators and Fitters,Read and interpret blueprints and technical drawings to determine specifications for metal fabrication.,3
Structural Metal Fabricators and Fitters,"Measure and mark metal sheets, rods, and other materials for cutting and assembly.",1
Structural Metal Fabricators and Fitters,"Use tools such as shears, chisels, and torches to cut, shape, and join metal parts with precision.",1
Structural Metal Fabricators and Fitters,Assemble and fit together components and parts of metal structures according to the specifications provided.,1
Structural Metal Fabricators and Fitters,"Perform welding operations using various techniques such as MIG, TIG, or stick welding, ensuring high-quality welds.",1
Structural Metal Fabricators and Fitters,Inspect finished products to ensure that they meet required specifications and quality standards.,2
Structural Metal Fabricators and Fitters,"Maintain tools and equipment in good working condition, conducting repairs as necessary.",1
Structural Metal Fabricators and Fitters,Collaborate with engineers and project managers to discuss project requirements and timelines.,2
Structural Metal Fabricators and Fitters,Adhere to safety standards and protocols when working with heavy machinery and hazardous materials.,1
Structural Metal Fabricators and Fitters,"Keep accurate records of work completed, materials used, and any issues encountered during fabrication.",3
Fiberglass Laminators and Fabricators,Cut fiberglass materials to specified dimensions,1
Fiberglass Laminators and Fabricators,Prepare and mix resins and hardeners for laminating,1
Fiberglass Laminators and Fabricators,Apply release agents to molds to facilitate easy removal of fiberglass parts,1
Fiberglass Laminators and Fabricators,Lay up fiberglass layers in molds according to design specifications,1
Fiberglass Laminators and Fabricators,Use tools and equipment to shape and finish fiberglass components,1
Fiberglass Laminators and Fabricators,Inspect and repair defects in fiberglass products,2
Fiberglass Laminators and Fabricators,Follow safety protocols and wear personal protective equipment (PPE) during lamination processes,1
Fiberglass Laminators and Fabricators,Maintain and clean tools and work area to ensure a safe working environment,1
Fiberglass Laminators and Fabricators,Document production processes and material usage for inventory management,2
Fiberglass Laminators and Fabricators,Collaborate with engineers and designers to understand project requirements and timelines,1
Fiberglass Laminators and Fabricators,Perform quality control checks to ensure finished products meet specifications,3
Fiberglass Laminators and Fabricators,Train and supervise junior laminators or apprentices,1
Fiberglass Laminators and Fabricators,Communicate with team members and management about project progress and any issues encountered,2
Fiberglass Laminators and Fabricators,Handle and store materials in a safe and organized manner,1
Fiberglass Laminators and Fabricators,Assist in the assembly of larger fiberglass structures or components,1
Miscellaneous Assemblers and Fabricators,"Read and interpret blueprints, schematics, and technical drawings.",2
Miscellaneous Assemblers and Fabricators,"Assemble components and subassemblies using hand tools, power tools, and machines.",1
Miscellaneous Assemblers and Fabricators,Fabricate parts according to specifications from raw materials or pre-made components.,1
Miscellaneous Assemblers and Fabricators,"Inspect parts for accuracy and quality, ensuring they meet specifications.",2
Miscellaneous Assemblers and Fabricators,Modify and repair existing assemblies as needed.,1
Miscellaneous Assemblers and Fabricators,Clean and maintain tools and equipment in good working condition.,1
Miscellaneous Assemblers and Fabricators,Collaborate with other team members to ensure timely production processes.,1
Miscellaneous Assemblers and Fabricators,Follow safety protocols and maintain a safe working environment.,1
Miscellaneous Assemblers and Fabricators,"Document production processes, materials used, and any changes made during assembly.",3
Miscellaneous Assemblers and Fabricators,Train and mentor new employees on assembly techniques and procedures.,1
Bakers,"Measuring and mixing ingredients for bread, pastries, and other baked goods",1
Bakers,Kneading and shaping dough by hand or using machinery,1
Bakers,Monitoring oven temperatures and baking times to ensure proper cooking,2
Bakers,"Decorating cakes and pastries with frosting, icing, and other toppings",1
Bakers,"Preparing various fillings, such as creams, jams, and custards, for pastries",2
Bakers,Cleaning and sanitizing baking equipment and workspaces after use,1
Bakers,Keeping inventory of baking supplies and ordering ingredients as needed,3
Bakers,Following health and safety regulations to ensure food safety and sanitation,2
Bakers,Developing new recipes and experimenting with flavors and techniques,2
Bakers,Collaborating with other bakers and kitchen staff to fulfill orders and manage production schedules,2
Bakers,Packaging baked goods for sale and ensuring proper storage conditions,1
Bakers,Engaging with customers to take orders and offer recommendations,2
Bakers,Managing time effectively to balance multiple baking tasks and deadlines,2
Butchers and Meat Cutters,Receive and inspect meat products delivered to the store.,1
Butchers and Meat Cutters,Store meat products in appropriate conditions to maintain freshness.,1
Butchers and Meat Cutters,Prepare and cut meat for display in the retail section.,1
Butchers and Meat Cutters,Grind meat and prepare other meat products such as sausages and patties.,1
Butchers and Meat Cutters,Wrap and label meat products for sale to customers.,1
Butchers and Meat Cutters,Maintain cleanliness and sanitation of work area and tools.,1
Butchers and Meat Cutters,Monitor inventory levels and place orders for meat and supplies as necessary.,3
Butchers and Meat Cutters,"Provide customer service, answering questions about meat cuts and cooking methods.",2
Butchers and Meat Cutters,Assist customers in selecting meat products based on their needs.,2
Butchers and Meat Cutters,"Operate and maintain meat processing machinery, if applicable.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Receive and inspect meat, poultry, and fish shipments for quality and freshness.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Use knives, saws, and other cutting tools to cut, trim, and prepare meat, poultry, and fish for retail sale or consumption.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Trim excess fat, skin, or bone from meat products to meet customer specifications or industry standards.",1
"Meat, Poultry, and Fish Cutters and Trimmers",Separate meat cuts from larger sections or carcasses following specific guidelines or customer requests.,1
"Meat, Poultry, and Fish Cutters and Trimmers","Wrap, package, and label products for display or storage, ensuring proper food safety handling practices are followed.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Operate machinery used for cutting, grinding, or processing meat and fish as necessary.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Maintain cleanliness and organization of the cutting and processing area, including cleaning tools and equipment daily.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Adhere to safety protocols and food safety regulations, including maintaining appropriate temperatures for storage and preparation.",1
"Meat, Poultry, and Fish Cutters and Trimmers","Record and report inventory levels and assist with stock management of meat, poultry, and fish products.",3
"Meat, Poultry, and Fish Cutters and Trimmers",Collaborate with other staff members to coordinate workflow and ensure efficient processing operations.,2
Slaughterers and Meat Packers,Inspect and evaluate livestock for quality and health before slaughtering.,1
Slaughterers and Meat Packers,Prepare and maintain equipment and work areas for meat processing.,1
Slaughterers and Meat Packers,Humanely slaughter animals in accordance with regulatory standards.,1
Slaughterers and Meat Packers,"Process carcasses by removing organs, skin, and other inedible parts.",1
Slaughterers and Meat Packers,"Cut, trim, and package meat into different cuts for distribution and sale.",1
Slaughterers and Meat Packers,Label packaged meat products with required information and expiration dates.,2
Slaughterers and Meat Packers,Maintain hygiene and sanitation in compliance with food safety regulations.,1
Slaughterers and Meat Packers,Transport meat products to storage or shipping areas using appropriate techniques.,1
Slaughterers and Meat Packers,Keep accurate records of animal processing and weight for inventory control.,3
Slaughterers and Meat Packers,Monitor the condition of meat through proper temperature control during processing and storage.,1
Slaughterers and Meat Packers,Perform routine maintenance on machinery used in meat packing processes.,1
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Set up and adjust equipment for roasting, baking, or drying food and tobacco products.",2
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Monitor machine operations to ensure proper conditions and quality of the output.,3
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Load raw materials into machines according to specifications.,2
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Test samples of products during processing to ensure they meet quality standards.,3
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Record production data and machine performance metrics.,4
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Perform routine maintenance on machines to ensure they are functioning correctly.,2
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Clean and sanitize equipment and production areas to maintain safety standards.,1
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Troubleshoot and resolve equipment malfunctions or production issues.,2
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Follow safety protocols and guidelines to prevent accidents and ensure workplace safety.,1
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Work collaboratively with other team members and departments to coordinate production schedules.,2
Food Batchmakers,Measure and weigh ingredients according to specified formulas or recipes,2
Food Batchmakers,Mix ingredients in large batches using appropriate equipment,1
Food Batchmakers,Monitor and control the cooking process to ensure food safety standards are met,2
Food Batchmakers,Adjust temperature and cooking times as needed during preparation,1
Food Batchmakers,Conduct quality checks on ingredients and final products for consistency and taste,3
Food Batchmakers,"Document batch production information, including ingredient lot numbers and cooking times",3
Food Batchmakers,Ensure cleanliness and sanitization of equipment and work areas,1
Food Batchmakers,Collaborate with team members to troubleshoot any production issues,2
Food Batchmakers,Maintain inventory of ingredients and supplies and report shortages,3
Food Batchmakers,Adhere to health and safety guidelines during food preparation processes,1
Food Batchmakers,Train and supervise junior staff or new team members,1
Food Batchmakers,Perform regular maintenance checks on mixing and cooking equipment,1
Food Cooking Machine Operators and Tenders,Set up and operate food cooking machines according to safety and quality standards,1
Food Cooking Machine Operators and Tenders,Monitor cooking processes to ensure food is cooked properly and meets specifications,2
Food Cooking Machine Operators and Tenders,Adjust cooking times and temperatures as needed during the cooking process,3
Food Cooking Machine Operators and Tenders,Inspect food products for quality and adherence to specifications,3
Food Cooking Machine Operators and Tenders,Clean and maintain cooking equipment and machinery after use,1
Food Cooking Machine Operators and Tenders,Measure and weigh ingredients accurately for recipes,3
Food Cooking Machine Operators and Tenders,"Record production data, including cooking times, temperatures, and inventory levels",3
Food Cooking Machine Operators and Tenders,Troubleshoot equipment issues and perform minor repairs as necessary,1
Food Cooking Machine Operators and Tenders,Follow sanitation and safety guidelines to maintain a clean workspace,1
Food Cooking Machine Operators and Tenders,Collaborate with other kitchen staff to coordinate food preparation and cooking schedules,1
Food Cooking Machine Operators and Tenders,Perform routine inspections of food storage to ensure proper conditions,1
Food Cooking Machine Operators and Tenders,Maintain inventory of supplies and report shortages to management,3
Food Cooking Machine Operators and Tenders,Assist in training new operators on equipment and safety procedures,1
"Food Processing Workers, All Other",Operate and monitor food processing equipment and machinery.,2
"Food Processing Workers, All Other",Prepare ingredients for processing and production.,2
"Food Processing Workers, All Other",Follow safety and sanitation procedures in food handling and processing.,1
"Food Processing Workers, All Other","Measure, weigh, and mix ingredients according to recipes and production guidelines.",2
"Food Processing Workers, All Other",Perform quality control checks on processed food products.,3
"Food Processing Workers, All Other","Clean and sanitize work areas, equipment, and tools to ensure food safety.",1
"Food Processing Workers, All Other",Record production data and maintain logs of output and processing activities.,3
"Food Processing Workers, All Other",Assist in packaging finished food products for distribution and sale.,2
"Food Processing Workers, All Other",Participate in training sessions on new processing techniques and safety protocols.,1
"Food Processing Workers, All Other",Troubleshoot minor equipment malfunctions and report major issues to supervisors.,2
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Set up and adjust extruding and drawing machines according to specifications.,2
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Monitor machine operations and controls to ensure proper functioning.,3
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Load materials into machines for processing, including metal and plastic materials.",1
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Inspect and measure products for quality control during and after the manufacturing process.,3
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Adjust machine settings as necessary to maintain consistent product quality.,2
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Record and report production data, including quantities produced and any defects.",3
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Maintain cleanliness and organization of work area, including tools and equipment.",1
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Perform routine maintenance and minor repairs on machines as needed.,1
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshoot and resolve operational issues with machines or processes.,2
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Collaborate with team members and supervisors to improve production efficiency.,2
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Review work orders and specifications to determine setup requirements for forging operations.,3
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up and adjust forging machines, ensuring they are calibrated for proper operation.",2
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Load materials into the forging machines according to specifications.,1
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Monitor the forging process for quality and efficiency during production runs.,3
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Inspect forged products for defects, measuring dimensions with precision tools.",3
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Perform routine maintenance on machines, including lubrication and cleaning.",1
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshoot and resolve any issues that arise during the forging process.,2
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Keep accurate records of production quantities, machine performance, and material usage.",3
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Collaborate with other team members, such as engineers or supervisors, to optimize production processes.",2
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Adhere to safety protocols and report any hazards to ensure a safe working environment.,1
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Set up and operate rolling machines to process metal or plastic materials.,1
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Adjust machine settings and controls according to specifications for different jobs.,3
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Monitor the production process and inspect materials periodically to ensure quality standards are met.,2
